Borough Name,Job Type,Permit Type,Job-Permit,Job Number,BIN Number,Permit Filing Status (Raw),Permit Sequence Number Max Flag,Permit Filing Status,Permit Sub Type,Site License Class,Site Safety Manager Last Name,Site License Class,Permit Superintendent License Type,Permit Superintendent Last Name,Count Permits,Chute,Fence,Supported Scaffold,Sidewalk Shed,Sidewalk Shed/Linear Feet,Other Equipment Flag,EQ Other Description,Construction Material,Boiler Flag,Fire Alarm  Flag,Fuel Burning Flag,Fuel Storage Flag,Fire Suppression Flag,Mechanical Flag,Plumbing Flag,Standpipe Flag,Sprinkler Flag,Construction Equipment Flag,General Construction Flag,Other Flag,Curb Cut Flag,Antennae Flag,Landscape Flag,Builders Pvmt Plan Flag,Fire Protection Plan Flag,Marquee Flag,OT Description,Enlargement Flag (Yes/No),Facade Alteration,D_DATE,Estimated Job Cost
Manhattan,A2,EW,3. A2,123069400,1076225,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/6/2017,99000
Manhattan,A2,EW,3. A2,123069400,1076225,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/6/2017,99000
Brooklyn,A3,AL,4. A3,321553779,3174833,R,Y,Renewed,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/6/2017,40000
Brooklyn,A3,AL,4. A3,321553779,3174833,I,N,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/6/2017,40000
Queens,A3,AL,4. A3,421422990,4135610,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/6/2017,19000
Manhattan,A2,EW,3. A2,123058118,1001957,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/7/2017,290707
Manhattan,A2,EW,3. A2,123055503,1051129,I,Y,Initial Permit,OT,MM,RIGG,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/7/2017,118500
Manhattan,A2,EW,3. A2,123070354,1076327,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/7/2017,600000
Manhattan,A2,EW,3. A2,123043946,1087449,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/7/2017,88115
Manhattan,A2,EW,3. A2,123043946,1087449,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/7/2017,88115
Brooklyn,A1,AL,2. A1,321555143,3036647,I,Y,Initial Permit,,,,,SU,RAPOPORT,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/7/2017,924500
Queens,A1,AL,2. A1,421458531,4116744,I,Y,Initial Permit,,,,,SU,CHEN,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/7/2017,360000
Brooklyn,A2,EW,3. A2,340491667,3246689,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,4/9/2017,37000
Brooklyn,A2,EQ,3. A2,340491667,3246689,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,,X,,,,,,,FACADE,No,Y,4/9/2017,37000
Manhattan,A2,EW,3. A2,123073048,1040466,I,Y,Initial Permit,OT,MM,RIGG,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/10/2017,124500
Manhattan,A2,EW,3. A2,123071148,1043137,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/10/2017,477000
Queens,A2,EW,3. A2,421330054,4071261,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/10/2017,300000
Queens,A2,EW,3. A2,421330054,4071261,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/10/2017,300000
Queens,A2,PL,3. A2,421330054,4071261,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/10/2017,300000
Manhattan,A2,EW,3. A2,140628630,1023461,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/11/2017,170700
Manhattan,A2,EW,3. A2,123073743,1035401,I,Y,Initial Permit,OT,MM,MEROLA,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/11/2017,1958296
Manhattan,A2,EW,3. A2,140628578,1043038,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/11/2017,246220
Manhattan,A2,EW,3. A2,123046907,1050756,I,Y,Initial Permit,OT,MM,"DILL, JR",MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/11/2017,73500
Manhattan,A2,EW,3. A2,123056879,1055063,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/11/2017,300000
Bronx,A2,EW,3. A2,220561602,2075809,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/11/2017,120000
Bronx,A2,EQ,3. A2,220561602,2075809,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/11/2017,120000
Queens,A1,AL,2. A1,421425354,4106619,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/11/2017,734700
Queens,A2,EW,3. A2,421471142,4443843,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/11/2017,120000
Manhattan,A2,EW,3. A2,123074092,1014280,I,N,Initial Permit,OT,MM,SASVARI,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,540000
Manhattan,A2,EW,3. A2,123074092,1014280,R,Y,eRenewed,OT,,SASVARI,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,540000
Manhattan,A2,EW,3. A2,123074350,1016208,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,25000
Manhattan,A2,EW,3. A2,123074369,1020580,I,Y,Initial Permit,OT,MM,STECKLOW,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/12/2017,46100
Manhattan,A2,EW,3. A2,123045542,1065036,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,47500
Bronx,A2,EW,3. A2,240179169,2025916,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/12/2017,225200
Brooklyn,A2,EW,3. A2,321556856,3397530,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,450000
Brooklyn,A2,EW,3. A2,321556856,3397530,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,450000
Queens,A1,AL,2. A1,421436565,4262580,R,Y,Renewed,,,,,SU,PATEL,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/12/2017,129125
Queens,A1,AL,2. A1,421436565,4262580,I,N,Initial Permit,,,,,SU,SINGH,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/12/2017,129125
Queens,A2,EW,3. A2,421461206,4430394,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,315000
Queens,A2,EQ,3. A2,421461206,4430394,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/12/2017,315000
Manhattan,A2,EW,3. A2,140624055,1017899,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/13/2017,150000
Brooklyn,A2,EW,3. A2,340493406,3004604,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/13/2017,28400
Brooklyn,A2,EW,3. A2,321541658,3325928,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,93000
Brooklyn,A2,PL,3. A2,321541658,3325928,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,93000
Brooklyn,A2,EQ,3. A2,321541658,3325928,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,93000
Brooklyn,A2,EW,3. A2,321541649,3329980,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,20000
Brooklyn,A2,EW,3. A2,321541649,3329980,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,20000
Brooklyn,A2,EQ,3. A2,321541649,3329980,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,20000
Brooklyn,A2,EW,3. A2,340493433,3398479,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/13/2017,84000
Queens,A2,EW,3. A2,421436618,4126421,I,Y,Initial Permit,MH,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,22560
Queens,A2,EW,3. A2,421436618,4126421,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,22560
Queens,A2,PL,3. A2,421436618,4126421,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/13/2017,22560
Manhattan,A2,EW,3. A2,123073066,1035768,R,N,Renewed,OT,MM,CRUZ-ALFANO,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,4/14/2017,500000
Manhattan,A2,EW,3. A2,123073066,1035768,I,N,Initial Permit,OT,MM,CRUZ-ALFANO,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,4/14/2017,500000
Manhattan,A2,EW,3. A2,123073066,1035768,R,Y,Renewed,OT,MM,CRUZ-ALFANO,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,4/14/2017,500000
Manhattan,A2,PL,3. A2,123076517,1077399,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,,X,,,,,,,ARCHITECTURAL,No,Y,4/14/2017,145600
Manhattan,A2,EW,3. A2,123076517,1077399,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,,X,,,,,,,ARCHITECTURAL,No,Y,4/14/2017,145600
Bronx,A3,AL,4. A3,220591946,2002162,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/14/2017,10000
Brooklyn,A2,PL,3. A2,321526862,3125591,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/14/2017,120000
Brooklyn,A2,EW,3. A2,321526862,3125591,I,Y,Initial Permit,OT,,,,SU,ELLIOTT,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/14/2017,120000
Manhattan,A1,AL,2. A1,123044945,1001336,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/17/2017,5000
Manhattan,A2,EW,3. A2,123077623,1004072,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/17/2017,2000000
Manhattan,A2,EW,3. A2,123056897,1017125,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/17/2017,250000
Manhattan,A2,EW,3. A2,123076786,1064384,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/17/2017,646000
Manhattan,A2,EQ,3. A2,123073672,1003986,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/18/2017,750000
Manhattan,A2,EW,3. A2,123073672,1003986,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/18/2017,750000
Manhattan,A2,EW,3. A2,123077945,1015931,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/18/2017,23500
Manhattan,A2,EW,3. A2,123049931,1030348,I,Y,Initial Permit,OT,MM,BROWN,MM,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/18/2017,291045
Manhattan,A2,EW,3. A2,123077954,1066793,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/18/2017,8550
Manhattan,A2,EW,3. A2,123060123,1077346,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/18/2017,400000
Brooklyn,A2,EW,3. A2,321414625,3084422,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/18/2017,192075
Brooklyn,A2,EW,3. A2,321521171,3206621,I,Y,Initial Permit,OT,MM,ROBERT,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/18/2017,55250
Queens,A1,AL,2. A1,421473079,4230148,I,Y,Initial Permit,,,,,SU,SINGH,0,,,,,0,,,,,,,,,X,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/18/2017,235555
Queens,A1,AL,2. A1,421461698,4239020,I,Y,Initial Permit,,,,,SU,MOGHBELI,0,,Y,,,0,,,PLYWOOD,,,,,,,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/18/2017,598500
Staten Island,A2,EW,3. A2,520285138,5013953,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/18/2017,1349500
Manhattan,A2,EW,3. A2,123061774,1001957,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/19/2017,568844
Manhattan,A2,EW,3. A2,123074939,1007714,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/19/2017,3400
Manhattan,A2,EW,3. A2,123081574,1016294,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/19/2017,1350000
Manhattan,A2,EW,3. A2,123084205,1028508,I,Y,Initial Permit,OT,MM,RIGG,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/19/2017,745000
Brooklyn,A3,AL,4. A3,321559808,3018063,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/19/2017,43000
Brooklyn,A2,EW,3. A2,321553797,3149581,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/19/2017,26300
Brooklyn,A2,EQ,3. A2,321553797,3149581,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/19/2017,26300
Manhattan,A2,EW,3. A2,123083171,1046850,I,Y,Initial Permit,OT,MM,HAGGERTY,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/20/2017,58000
Manhattan,A2,EW,3. A2,123083162,1076225,I,Y,Initial Permit,OT,MM,LUTHER,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/20/2017,1038970
Brooklyn,A2,EW,3. A2,340495538,3327846,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/20/2017,130451
Brooklyn,A2,EW,3. A2,340495538,3327846,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/20/2017,130451
Queens,A2,EW,3. A2,421462795,4071058,I,Y,Initial Permit,OT,,,,SU,CHOUDHARY,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/20/2017,95000
Manhattan,A2,EW,3. A2,122902047,1085936,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/21/2017,476100
Manhattan,A2,EW,3. A2,123073137,1089323,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,ARCH,No,Y,4/21/2017,2205360
Brooklyn,A2,EW,3. A2,321560459,3054442,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/21/2017,18500
Brooklyn,A2,EW,3. A2,321560011,3320628,I,Y,Initial Permit,OT,MM,DEWEY,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/21/2017,183675
Queens,A1,AL,2. A1,421473970,4268039,I,Y,Initial Permit,,,,,SU,SINGH,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,X,,,,,,GEN. CONSTR.,Yes,Y,4/21/2017,170398
Manhattan,A2,EW,3. A2,122717480,1024894,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/24/2017,450000
Bronx,A2,EW,3. A2,220593249,2113382,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/24/2017,25000
Manhattan,A2,EW,3. A2,123085071,1002329,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,249990
Manhattan,A2,EW,3. A2,123086533,1007247,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/25/2017,76887
Manhattan,A2,EW,3. A2,123086445,1078584,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/25/2017,12000
Bronx,A2,EW,3. A2,220581047,2017696,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,500000
Brooklyn,A2,EW,3. A2,321555688,3078689,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,57282
Brooklyn,A2,EQ,3. A2,321555688,3078689,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,57282
Brooklyn,A2,EW,3. A2,321562830,3079033,I,N,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,37250
Brooklyn,A2,EW,3. A2,321562830,3079033,R,Y,Renewed,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,37250
Brooklyn,A2,EQ,3. A2,321562830,3079033,I,N,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,37250
Brooklyn,A2,EQ,3. A2,321562830,3079033,R,Y,Renewed,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,37250
Queens,A1,AL,2. A1,421468557,4029817,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,X,X,,X,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/25/2017,522500
Manhattan,A2,EW,3. A2,122808104,1017947,I,Y,Initial Permit,OT,MM,MCDONOUGH,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,399550
Manhattan,A2,EW,3. A2,122808097,1050368,I,Y,Initial Permit,OT,MM,MCDONOUGH,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,863325
Manhattan,A2,EW,3. A2,123074975,1066504,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,46000
Manhattan,A2,EW,3. A2,140634801,1080654,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,9000
Bronx,A2,EW,3. A2,220593604,2002457,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,305326
Queens,A2,EW,3. A2,440399677,4003514,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/26/2017,800000
Queens,A1,AL,2. A1,421458880,4135477,I,Y,Initial Permit,,,,,SU,LEE,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,Yes,Y,4/26/2017,256720
Manhattan,A2,EW,3. A2,123089521,1032215,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/27/2017,72000
Manhattan,A2,EW,3. A2,123045579,1040919,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,17500
Manhattan,A2,EW,3. A2,123086463,1078590,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/27/2017,8000
Bronx,A2,EW,3. A2,220578836,2114116,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/27/2017,73250
Brooklyn,A2,EW,3. A2,321564419,3003243,R,Y,Renewed,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,149000
Brooklyn,A2,EW,3. A2,321564419,3003243,I,N,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,149000
Brooklyn,A2,PL,3. A2,321564419,3003243,I,Y,Initial Permit,,,,,,,0,,,,,0,,,,,,,,,,X,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,149000
Brooklyn,A2,EW,3. A2,321555679,3008789,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,97301
Brooklyn,A2,EQ,3. A2,321550148,3815479,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,315000
Brooklyn,A2,EW,3. A2,321550148,3815479,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,315000
Queens,A2,EW,3. A2,440401236,4068854,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,5000
Queens,A2,EQ,3. A2,440401236,4068854,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,5000
Queens,A2,EW,3. A2,440401307,4068855,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,5000
Queens,A2,EQ,3. A2,440401307,4068855,I,Y,Initial Permit,FN,,,,,,0,,Y,,,0,,,PLYWOOD,,,,,,,,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,4/27/2017,5000
Manhattan,A2,EW,3. A2,123089843,1035422,I,Y,Initial Permit,OT,MM,MENOTTI,MM,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/28/2017,468100
Manhattan,A2,EW,3. A2,123089825,1052335,I,Y,Initial Permit,OT,,,,,,0,,,,,0,,,,,,,,,,,,,,,X,,,,,,,FACADE,No,Y,4/28/2017,989500
Manhattan,A2,PL,3. A2,123029846,1018482,I,Y,Initial Permit,,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,5/1/2017,344000
Manhattan,A2,EW,3. A2,123029846,1018482,I,Y,Initial Permit,OT,,,,,,0,,Y,,,0,,,WOOD,,,,,,X,X,,,X,Y,X,,,,,,,GEN. CONSTR.,No,Y,5/1/2017,344000
